"Name","Cuisine","Hours","Price","Good.For","Location","Address","Postal.Code","Lat","Long"
"Crystal Jade Hong Kong Kitchen (The Clementi Mall)","Chinese","Mon–Fri: 11am–10pm (Last Order: 9:30pm)Sat-Sun & PH: 10:30am–10pm (Last Order: 9:30pm)","$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions","Clementi","3155 Commonwealth Avenue West#03-54 The Clementi Mall Singapore (129588) ","129588","1.31485322424684","103.764248201297"
"Crystal Jade Hong Kong Kitchen (Westgate)","Chinese","Mon–Fri: 11am–10pm (Last Order: 9:30pm)Sat-Sun & PH: 10:30am–10pm (Last Order: 9:30pm)","$$","Business Meetings, Casual Dining, Drinks, Private Functions","Jurong","3 Gateway Drive #04-42 Westgate Mall Singapore (608532) ","608532","1.33415752008876","103.742766489597"
"Crystal Jade Jiang Nan (VivoCity)","Chinese","Mon-Sun: 11:30am-2:30pm (Last Order: 2:15pm), 6-9:30pm (Last Order: 9pm)","$$","Business Meetings, Casual Dining, Private Functions, Large Parties (16+)","Harbourfront","1 Harbourfront Walk#01-52VivoCitySingapore (098585) ","098585","1.26427054261311","103.822476140813"
"Crystal Jade La Mian Xiao Long Bao (Bugis)","Chinese","Mon-Sun & PH: 11am-10pm (Last Order: 9:30pm)","$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions","Bugis","200 Victoria Street#B1-04ABugis JunctionSingapore (188021) ","188021","1.29911287475873","103.855411173758"
"Crystal Jade La Mian Xiao Long Bao (Holland Village)","Chinese","Mon-Sun & PH: 11am-10pm (Last Order: 9:30pm)","$$","Al Fresco, Casual Dining, Kid Friendly","Holland Village","241 Holland AvenueSingapore (278976) ","278976","1.31098227956022","103.795633795323"
"Crystal Jade La Mian Xiao Long Bao (Jurong Point)","Chinese","Mon-Fri: 11am-10pm (Last Order: 9:30pm)Sat, Sun & PH: 10:30am-10:30pm (Last Order: 10pm)","$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions, Quiet Dinner","Jurong","1 Jurong West Central 2#03-96Jurong Point JP2Singapore (648886) ","648886","1.33945200436319","103.706685012654"
"Crystal Jade La Mian Xiao Long Bao (Toa Payoh)","Chinese","Mon-Sun & PH: 11am-10pm (Last Order: 9:30pm)","$$","Business Meetings, Casual Dining, Drinks, Private Functions","Toa Payoh","470 Toa Payoh Lorong 6#01-70HDB HubSingapore (310470) ","310470","1.33203473928975","103.849338664495"
"Crystal Jade Palace","Chinese","Mon-Fri: 11am–3pm, 6–9:30pm Sat, Sun & PH: 10:30am–3:30pm, 6–9:30pm","$$$$","Business Meetings, Fine Dining, Private Functions","Orchard","391 Orchard Road#04-19Takashimaya Shopping CenterSingapore (238872) ","238872","1.30242417189411","103.834676124723"
"Cucina Restaurant & Catering","Fusion, Halal Certified","Mon-Sun: 11:30am-3pm, 5-9pm","$$","Business Meetings, Casual Dining, Private Functions, Large Parties (16+)","Kallang","12 Kallang Avenue#02-10Aperia MallSingapore (339511) ","339511","1.3097112065077","103.864326436447"
"CURATE CUCINA PISANA","Italian","Mon-Tue: 5-10pmFri-Sun: 11:30am-3pm, 5-10pmClosed Wednesday and Thursday1 Mar to 20 AprFri-Tue: 11:30am-3pm, 5-10pmClosed Wednesday and Thursday","$$$$","Business Meetings, Drinks, Private Functions","Sentosa","26 Sentosa GatewayThe Forum, Level 1Resorts World SentosaSingapore (098138) ","098138","1.25524547806487","103.820885377493"
"Cure Singapore","Modern European, Vegetarian Friendly","Tue-Wed: 6-10pmThu-Sat: 12-2pm, 6-10pmClosed Monday & Sunday","$$$$","Business Meetings, Fine Dining, Drinks, Private Functions, Romantic Dates","Chinatown","21 Keong Saik RoadSingapore (089128) ","089128","1.27975926237707","103.841347014921"
"Curry Bowl","Indian, Vegetarian Friendly","Mon-Sun: 12-10:30pm","$$","Casual Dining, Kid Friendly, Private Functions","Little India","30 Race Course Lane#01-02/03Singapore (218745) ","218745","1.31012233674354","103.852814779279"
"Cuscaden Bar & Bistro","Fusion, Local, Burgers",NA,"$$","Casual Dining, Drinks, Private Functions","Tanglin","21 Cuscaden Road#B1-11Ming ArcadeSingapore (249720) ","249720","1.30620284633911","103.827951886588"
"Da Long Yi Hot Pot","Chinese, Steamboat",NA,"$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","Orchard","181 Orchard Road#08-08Orchard CentralSingapore (238896) ","238896","1.30083890839245","103.839434733899"
"Da Paolo Dempsey Restaurant & Bar","Bar, Modern European, Italian, Vegetarian Friendly","Sun-Thu: 8am-10:30pmFri-Sat: 8am-11pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Romantic Dates","Dempsey","8 Dempsey Road#01-13Singapore (247696) ","247696","1.30417511571057","103.809526135738"
"Da Paolo Gastronomia River Valley","Bar, Modern European, Italian, Vegetarian Friendly, Cafe","Sun-Thu: 8am-10:30pmFri-Sat: 8am-11pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Romantic Dates","River Valley","1 Kim Seng Promenade#01-163 Great WorldSingapore (237994) ","237994","1.2934759620704","103.831975865363"
"Da Paolo Pizza Bar","Bar, Italian","Mon-Fri: 11:30am-2:30pm, 5:30-10:30pmSat-Sun: 11am-10:30pm","$$$","Al Fresco, Business Meetings, Kid Friendly, Drinks","Holland Village","44 Jalan Merah SagaSingapore (278116) ","278116","1.31192195425084","103.796844037126"
"Daddy's on Madras","Italian, Fusion, Local, Swedish","Tue-Sun: 12-10pmClosed Monday","$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Private Functions, Romantic Dates","Little India","28 Madras StreetSingapore (208422) ","208422","1.30493424433035","103.853010430734"
"Daisy's Dream Kitchen","Malaysian, Southeast Asian, Peranakan, Cafe","Tue-Sun:11am-2:30pm, 5:30-9pmClosed Monday","$$","Al Fresco, Business Meetings, Casual Dining, Drinks","Bukit Timah","131 Rifle Range Road#01-01Temasek ClubSingapore (588406) ","588406","1.34651918177788","103.780960180418"
"Daizu Cafe","Japanese, Cafe","Mon-Sun: 8am-10pm (Last Order: 9pm)","$$","Al Fresco, Casual Dining, Kid Friendly, Pet Friendly, Private Functions, Quiet Dinner, Romantic Dates","Serangoon","129 Rangoon Road#01-01Singapore (218407) ","218407","1.31529751540999","103.85340037848"
"Dallas Restaurant & Bar (Boat Quay)","American, Mexican, Burgers","Mon-Sun: 11:30am-10:30pm","$$$","Business Meetings, City Views, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Boat Quay","31 Boat QuaySingapore (049820) ","049820","1.28608008449322","103.849799768799"
"Dancing Crab (Orchard Central)","American, Seafood, Cajun",NA,"$$$","Casual Dining, Drinks","Orchard","181 Orchard Road#07-14/15Orchard CentralSingapore (238896) ","238896","1.30083890839245","103.839434733899"
"Dancing Crab (Vivocity)","American, Seafood, Cajun",NA,"$$$","Casual Dining","Harbourfront","1 Harbourfront Walk#03-10VivoCitySingapore (098585) ","098585","1.26427054261311","103.822476140813"
"Dating Fish 鱼你有约“音乐主题餐厅","Bar, Chinese, BBQ","Mon-Sun: 11am-1am","$$","Casual Dining, Kid Friendly, Drinks, Private Functions, Large Parties (16+)","Chinatown","12 Mosque Street#01-01Singapore (059492) ","059492","1.28388230057784","103.844306479798"
"db Bistro & Oyster Bar","French, Seafood","Mon: 12-10pmTue-Fri: 12-11pmSat: 11am-11pmSun: 11am-10pm","$$$","Business Meetings, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Marina Bay","2 Bayfront Avenue#B1-48The Shoppes at Marina Bay SandsSingapore (018972) ","018972","1.28332249857386","103.857629111139"
"DD Eatzakaya","Bar, Japanese, Fusion, Modern Asian","Mon-Sat: 3-11pm (Last Booking: 9pm)Closed Sunday","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks","Chinatown","37, 39 and, 41 Smith StreetSingapore (058952) ","058952",NA,NA
"De Dimension","Cafe","Mon, Wed-Sun: 1-9pmClosed Tuesday","$$","Drinks, Quiet Dinner","Hougang","1187 Upper Serangoon Road#01-17The MidtownSingapore (533971) ","533971","1.37050445523679","103.895291518188"
"Decker Barbecue","American, BBQ","Tue-Thu: 5-10pmFri-Sun: 12-10pmClosed Monday","$$$","Al Fresco, Casual Dining, Pet Friendly","Robertson Quay","60 Robertson Quay#01-17The QuaysideSingapore (238252) ","238252","1.29008339576408","103.839199219609"
"Dejâvu Bar","Bar, Fusion, Cafe","Mon-Sun: 1-10:30pm","$$$$","Business Meetings, Casual Dining, Drinks, Private Functions","Dhoby Ghaut","54 Prinsep Street #01-01Singapore (188684) ","188684","1.29941076340178","103.850006939944"
"Delhi Express Restaurant","Indian, Vegetarian Friendly",NA,"$$$","Casual Dining, Kid Friendly, Large Parties (16+)","Tanjong Pagar","1 Hoe Chiang RoadSingapore (089310) ","089310","1.27394816616137","103.842723044571"
"Deli's Kitchen","Japanese, Fusion, Steakhouse, Cafe",NA,"$$","Casual Dining, Kid Friendly, Drinks, Private Functions","Bugis","91 Bencoolen Street#01-54Sunshine PlazaSingapore (189652) ","189652","1.30034762081549","103.851046168708"
"The Dempsey Cookhouse and Bar","French","Mon-Thu: 12-2pm, 6-9pmFri: 12-2pm, 6-9:30pmSat: 11:30am-3pm, 6-9:30pmSun: 11:30am-3pm, 6-9pm","$$$$","Al Fresco, Business Meetings, Fine Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Dempsey","17D Dempsey RoadSingapore (249676) ","249676","1.30568746618258","103.810193496315"
"Der Biergarten","Bar, German","Sun-Thu: 4pm-2amFri-Sat: 4pm-4am","$$","Al Fresco, City Views, Casual Dining, Drinks, Pet Friendly, Private Functions, Quiet Dinner","Dhoby Ghaut","48 Prinsep Street#01-01Singapore (188677) ","188677","1.29943059843284","103.849831300681"
"Derwish Turkish","Middle Eastern, Vegetarian Friendly","Mon-Sun: 11am-11pm","$$","Al Fresco, Casual Dining, Private Functions, Quiet Dinner, Large Parties (16+)","Bugis","60 Bussorah StreetSingapore (199476) ","199476","1.30149598546598","103.859510482509"
"Di Wei Teochew Restaurant","Chinese, Seafood, Zi Char",NA,"$$$","Business Meetings, Casual Dining, Kid Friendly, Quiet Dinner","Seletar","1 The OvalSingapore (797859) ","797859","1.40743079211142","103.86796743243"
"Dian Xiao Er (Bedok Mall)","Chinese",NA,"$$","Casual Dining, Kid Friendly, Large Parties (16+)","Bedok","311 New Upper Changi Road#01-73/74Bedok MallSingapore (467360) ","467360","1.32473632812103","103.929256259726"
"Dian Xiao Er (Hillion Mall)","Chinese, Local",NA,"$$","Business Meetings, Casual Dining, Kid Friendly","Bukit Panjang","17 Petir Road#01-08/09/10Hillion MallSingapore (678278) ","678278","1.37843100800213","103.762842789877"
"Dian Xiao Er (JEM)","Chinese, Local",NA,"$$","Business Meetings, Casual Dining, Kid Friendly","Jurong","50 Jurong Gateway Road#03-08JEMSingapore (608549) ","608549","1.3325523295069","103.743262234833"
"Dian Xiao Er (Jewel)","Chinese, Local, Modern Asian",NA,"$$$","Business Meetings, Casual Dining, Kid Friendly","Changi","78 Airport Boulevard#B2-229Jewel Changi AirportSingapore (819666) ","819666","1.35993782064432","103.990002942162"
"Dian Xiao Er (Junction 8)","Chinese",NA,"$$","Casual Dining, Kid Friendly, Large Parties (16+)","Bishan","9 Bishan Place#B1-07Junction 8Singapore (579837) ","579837","1.35012457632394","103.848487134435"
"Dian Xiao Er (Jurong Point)","Chinese, Local",NA,"$$","Business Meetings, Casual Dining, Kid Friendly","Jurong","63 Jurong West Central 3#B1-57Jurong PointSingapore (648331) ","648331","1.33931504032005","103.705350996191"
"Dian Xiao Er (Lot One)","Chinese",NA,"$$","Casual Dining, Kid Friendly","Choa Chu Kang","21 Choa Chu Kang Avenue 4#B1-32/33Lot OneSingapore (689812) ","689812","1.38493874036122","103.745022476677"
"Dian Xiao Er (Marina Square)","Chinese, Local",NA,"$$","Business Meetings, Casual Dining, Kid Friendly","City Hall, Promenade, Marina Central","6 Raffles BoulevardMarina Square#02-203/204Singapore (039594) ","039594","1.29097199909542","103.857575411708"
"Dian Xiao Er (NEX)","Chinese, Local",NA,"$$","Business Meetings, Casual Dining, Kid Friendly","Serangoon","23 Serangoon Central#02-09/10NEXSingapore (556083) ","556083","1.35088882151724","103.87211567247"
"Dian Xiao Er (Northpoint City)","Chinese, Vegetarian Friendly",NA,"$$","Casual Dining, Kid Friendly","Yishun","930 Yishun avenue 2#02-06Northpoint City North WingSingapore (769098) ","769098","1.42964377363773","103.835803487655"
"Dian Xiao Er (Tampines One)","Chinese, Local",NA,"$$","Business Meetings, Casual Dining, Kid Friendly","Tampines","10 Tampines Central 1#04-15Tampines OneSingapore (529536) ","529536","1.35420430432819","103.945051968029"
"Dian Xiao Er (VivoCity)","Chinese, Local",NA,"$$","Business Meetings, Casual Dining, Kid Friendly","Harbourfront","1 Harbourfront Walk#02-138/9VivoCitySingapore (098585) ","098585","1.26427054261311","103.822476140813"
"Dian Xiao Er (Waterway Point)","Chinese, Local",NA,"$$","Business Meetings, Casual Dining, Kid Friendly","Punggol","83 Punggol Central#01-30Waterway PointSingapore (828761) ","828761","1.40643915592695","103.902172250042"
"The Dim Sum Place (Bugis)","Chinese, Local, Dim Sum","Mon-Thu: 11am-11pmFri-Sat: 11am-2amSun: 11am-11pm","$$","Casual Dining, Kid Friendly, Large Parties (16+)","Bugis","791 North Bridge RoadSingapore (198759) ","198759","1.3040229427592","103.860131757318"
"The Dim Sum Place (Changi City Point)","Chinese, Dim Sum","Mon-Sun: 10am-10pm","$$","Business Meetings, Casual Dining, Kid Friendly","Changi","5 Changi Business Park Central 1#B1-30/31Changi City PointSingapore (486038) ","486038","1.33408359331373","103.962946083391"
"The Dining Room","International","Mon-Sun: 7:30am-10pm","$$$$","Business Meetings, Kid Friendly, Quiet Dinner","Newton, Orchard","39 Scotts RoadSheraton TowersSingapore (228230) ","228230","1.31195053469522","103.836462149219"
"District 10 (Suntec City)","Bar, Modern European, Steakhouse","Mon-Fri, Eve of PH & PH: 11:30am-10:30pmSat: 4-10:30pmClosed Sunday","$$$","Al Fresco, Business Meetings, City Views, Casual Dining, Drinks, Private Functions, Quiet Dinner","Promenade, Marina Central","3 Temasek Boulevard #01-514/515Suntec City MallSingapore (038983) ","038983","1.29432416524256","103.860371993025"
"District 10 (UE Square)","Modern European","Mon-Fri & Eve of PH: 11:30am-10:30pmSat-Sun & PH: 11am-10:30pm","$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions, Large Parties (16+)","River Valley, Robertson Quay","81 Clemenceau Avenue #01-15/16/17UE SquareSingapore (239917) ","239917","1.29216191000465","103.842702921783"
"Dolce Vita","Italian","Thu-Fri &Sun: 12-2:30pm, 6:30-10:30pmSat: 12-3pm, 6:30-10:30pmClosed Monday, Tuesday and Wednesday","$$$","Al Fresco, City Views, Quiet Dinner, Romantic Dates","Marina Bay, Promenade, Marina Central","5 Raffles AvenueMarina SquareThe Mandarin OrientalSingapore (039797) ","039797","1.29055546605198","103.858457381474"
"Don Ho - Social Kitchen & Bar","Fusion, International, Middle Eastern","Mon-Sun: 5-10pm","$$","City Views, Fine Dining, Casual Dining, Kid Friendly, Drinks, Private Functions","Keong Saik","1 Keong Saik RoadThe Working Capitol BuildingSingapore (089109) ","089109","1.27891832141462","103.841421971652"
"Donna Restaurant and Bar","Bar","Mon-Thu: 11am-11pmFri: 11am-12amClosed Saturday & Sunday","$$","Al Fresco, Casual Dining, Drinks","Queenstown, Buona Vista","1 Fusionopolis Place#01-11GalaxisSingapore (138522) ","138522","1.29986251400969","103.788101008299"
"Dopo Teatro","Italian","Mon-Fri: 12-3pm, 5-10pmSat-Sun: 12-4pm, 5-10pm","$$$","Al Fresco, Business Meetings, City Views, Fine Dining, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Esplanade","8 Raffles Avenue#01-11Esplanade MallSingapore (039802) ","039802","1.28966932376699","103.855952707685"
"Douraku Sushi","Japanese",NA,"$$","Casual Dining, Kid Friendly","Jurong","511 Upper Jurong RoadSingapore (638366) ","638366","1.32942533624577","103.682841560649"
"The Dragon Chamber","Chinese, Modern Asian","Tue-Sun: 11am-3pm, 5-10:30pmClosed Monday","$$$","Business Meetings, Drinks, Private Functions, Quiet Dinner","Boat Quay","2 Circular RoadSingapore (049358) ","049358","1.288108233569","103.848950605776"
"Drinks & Co Kitchen (Holland V)","Modern European, Vegetarian Friendly","Mon-Thu: 3-11pmFri-Sat: 1-11pmSun: 12-11pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Large Parties (16+)","Holland Village","27 Lorong MambongSingapore (277686) ","277686","1.31149429304121","103.794489452748"
"Drinks&Co. Grill","Bar, Vegetarian Friendly, Burgers","Tue-Sat: 3-10:30pmClosed Monday and Sunday","$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions, Large Parties (16+)","Club Street","81 Club StreetSingapore (069449) ","069449","1.28180467094843","103.845810938608"
"Drunken Farmer @ Joo Chiat","Bar, Modern European","Mon-Sun: 5:30-10:30pm (Last Order: 10pm)","$$$","Al Fresco, Business Meetings, City Views, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Quiet Dinner","Marine Parade","185 Joo Chiat RoadSingapore (427456) ","427456","1.31207923586034","103.900662982489"
"Drunken Farmer @ Stanley Street","Bar, Modern European","Tue-Sat: 5:30-10:30pm (Last Order: 10pm)Closed Monday and Sunday","$$$","Al Fresco, City Views, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Telok Ayer","11-12 Stanley StreetSingapore (068730) ","068730","1.28026441764321","103.84787555932"
"Duckland (Paya Lebar)","Fusion","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Paya Lebar","10 Paya Lebar RoadB2-33Paya Lebar QuarterSingapore (409057) ","409057","1.31756115921","103.892836694432"
"Duckland (Resorts World Sentosa)","Local, Modern Asian","Mon-Sun: 11:30am-3pm (Last order 2:30pm), 5:30-10pm (Last order 9:30pm)","$$","Casual Dining, Kid Friendly, Drinks","Sentosa","26 Sentosa Gateway#B1-222 / 223Resorts World SentosaSingapore (098138) ","098138","1.25524547806487","103.820885377493"
"Dusk Restaurant & Bar","Bar, Modern European","Mon-Sun: 4-11pm (Last Order: 10pm)","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Private Functions, Quiet Dinner, Romantic Dates","Harbourfront","109 Mount Faber RoadSingapore (099203) ","099203","1.27109117295922","103.81976836625"
"EagleWings Loft","International","Mon-Fri: 10:30am-12am Sat-Sun: 8.30am-12am","$$","Business Meetings, Casual Dining, Kid Friendly","Bukit Timah","9 King Albert Park#01-14/33/34/56/57KAP Residences MallSingapore (598332) ","598332","1.3369739915192","103.779316558394"
"East Treasure Chinese Restaurant","Chinese","Mon-Sun: 11:30am-2:30pm, 5:30-10:15pm","$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions","Clarke Quay","3 River Valley Road#01-16Clarke Quay, Block BSingapore (179021) ","179021","1.29089462456379","103.845332069669"
"Edge","Buffet, International, Seafood, Local, Peranakan",NA,"$$$$","Business Meetings, City Views, Casual Dining, Kid Friendly, Drinks, Private Functions","City Hall, Marina Bay, Promenade","7 Raffles BoulevardLevel 3Pan Pacific SingaporeSingapore (039595) ","039595","1.29111729179215","103.857758268089"
